CustomerID,FirstName,LastName,Email,Phone,Address,City,State,Country,Gender,Age,JoinDate,LastPurchaseDate,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Education,Occupation,Hobbies,AccountCreationDate,AccountStatus,LastUpdated,ReferrerID,PromotionalEmails,FeedbackRating
Cust_473,Alexis,Tanner,melissa.rodriguez@gmail.com,452-801-5640,"8590 Hicks Vista Benjaminfort, DE 11124",Matthewhaven,South Carolina,Tunisia,Male,65.0,2024-01-01,2024-08-26,7285.5,444,5,Silver,PayPal,Single,Others,Teacher,Others,2024-01-01,Inactive,15-05-2024,Cust_2441,TRUE,3.6
Cust_474,Ashley,Kelly,ryan.cook@outlook.com,001-698-803-8886,"4083 Anthony Turnpike Apt. 727 Jenniferfort, LA 99650",New Allisonbury,Indiana,Saint Lucia,Others,44.0,2024-03-31,2024-01-02,6084.96,250,6,Platinum,PayPal,Others,Others,Teacher,Traveling,2024-01-01,Active,07-01-2024,Referred by None,FALSE,2.9
Cust_475,Kristin,Jones,kelly.dudley@yahoo.com,001-475-926-1612,"5551 Krueger Trafficway Apt. 098 Alexandrafurt, RI 56699",Harrischester,Nebraska,Haiti,Others,47.0,2024-01-01,2024-01-02,1743.04,250,1,Silver,Credit Card,Divorced,Others,NA,Others,2024-03-06,Pending,15-08-2024,Cust_2001,TRUE,4.7
Cust_476,Michelle,Ponce,william.wilkinson@gmail.com,848-311-6186,"9747 Michelle Way Allisonberg, NC 92466",Jordanburgh,Ohio,Rwanda,Female,22.0,2024-01-01,2024-01-02,8007.07,250,6,Gold,PayPal,Married,Bachelor,Doctor,Others,2024-01-01,Inactive,19-04-2024,Referred by None,TRUE,2.9
Cust_477,Susan,Martinez,joseph.deleon@outlook.com,603-805-5973,"8956 Davenport Street South Timothy, AK 35838",New Joshuabury,Kentucky,Bolivia,Others,23.0,2024-04-05,2024-10-13,129.64,86,6,Gold,PayPal,Married,Others,Teacher,Reading,2024-06-22,Active,11-09-2024,Cust_3649,FALSE,3.5
Cust_478,Alexandra,Castro,christopher.swanson@gmail.com,939973-2649,"PSC 4016, Box 8696 APO AA 59876",Johnton,Tennessee,Australia,Male,44.0,2024-01-26,2024-01-02,3970.64,250,6,Silver,Debit Card,Single,Others,NA,Others,2024-03-08,Active,17-08-2024,Cust_9931,TRUE,4.8
Cust_479,Sandra,Graham,megan.olson@gmail.com,001-445-793-0162,"652 Bright Roads Suite 058 Jacksonburgh, RI 74817",New Karen,Montana,Gambia,Others,44.0,2024-01-01,2024-03-05,327.89,250,11,Bronze,Cash,Single,Others,Teacher,Others,2024-01-01,Pending,25-04-2024,Referred by None,TRUE,5
Cust_480,Marie,Anderson,steven.garcia@outlook.com,455-920-2127,Unit 7222 Box 2468 DPO AE 09372,Michaelchester,Arizona,Jordan,Others,44.0,2024-01-01,2024-01-02,786.87,250,8,Bronze,Debit Card,Divorced,Bachelor,Other,Music,2024-01-01,Pending,12-03-2024,Cust_1568,TRUE,3.4
Cust_481,Sandra,Beck,tiffany.brown@outlook.com,001-984-825-2904,"91017 Gibson Forks Apt. 073 East Brandi, FM 48827",New Christy,Hawaii,Benin,Others,35.0,2024-03-24,2024-01-02,1308.68,250,6,Platinum,PayPal,Others,High School,Doctor,Others,2024-01-01,Active,11-07-2024,Referred by None,FALSE,1.2
Cust_482,Brian,Farrell,daisy.miller@None,316-488-7924,"650 Spencer Junctions Angelatown, NC 26131",Smithtown,Rhode Island,Cyprus,Others,22.0,2024-03-14,2024-01-02,6297.97,250,6,Silver,PayPal,Divorced,Bachelor,Teacher,Music,2024-01-01,Active,22-09-2024,Cust_9082,TRUE,2.9
Cust_483,Gerald,Juarez,manuel.french@outlook.com,7053746381,"7578 Meyer Estates Apt. 590 Lake Ronaldhaven, NV 33993",Meganmouth,Nebraska,Tunisia,Female,20.0,2024-01-01,2024-01-02,1535.53,250,12,Others,Cash,Married,Others,Other,Music,2024-01-01,Pending,03-06-2024,Cust_7726,FALSE,1.2
Cust_484,Haley,Decker,jeremiah.herman@None,001-592-895-0540,"08549 Ritter Ways Suite 706 Nunezshire, MO 13360",Port Heather,North Dakota,Korea,Female,28.0,2024-02-11,2024-01-02,299.17,430,4,Gold,Debit Card,Single,Others,Other,Music,2024-01-01,Pending,19-04-2024,Referred by None,TRUE,2.9
Cust_485,Sara,Holland,james.lewis@gmail.com,819654-4302,"3785 Amy Tunnel East Jackie, PW 87935",Stephenshire,Arkansas,Greenland,Female,44.0,2024-08-13,2024-01-02,8136.88,467,6,Others,Debit Card,Single,Master,Teacher,Music,2024-01-01,Inactive,08-02-2024,Referred by None,TRUE,1.5
Cust_486,Jessica,Cox,mindy.bailey@None,001-501-430-6270,"75307 Hunt Mountain East Jacquelineburgh, MN 49350",Judyborough,Kentucky,Honduras,Female,44.0,2024-01-01,2024-05-07,3903.03,416,6,Gold,Credit Card,Single,High School,Teacher,Traveling,2024-03-22,Inactive,06-02-2024,Referred by None,TRUE,2.9
Cust_487,Melanie,Miles,manuel.wagner@gmail.com,515-872-2009,"PSC 1087, Box 7367 APO AA 34511",North Reneeview,New Mexico,Marshall Islands,Others,18.0,2024-01-01,2024-01-02,545.59,250,12,Others,Debit Card,Single,Bachelor,Other,Reading,2024-04-13,Inactive,12-10-2024,Referred by None,TRUE,2.9
Cust_488,John,Hughes,kevin.shields@yahoo.com,001-246-720-8888,"186 Graham Mills Michelleburgh, NM 33928",Williamville,Ohio,Mongolia,Male,44.0,2024-01-07,2024-01-02,5828.25,250,9,Others,Cash,Divorced,Master,Engineer,Reading,2024-01-01,Inactive,26-09-2024,Cust_8933,FALSE,2.9
Cust_489,Amy,Montgomery,cheryl.mcintyre@yahoo.com,991-839-8020,"29754 Brandon Station Apt. 172 Collinsbury, AZ 14721",Port Brian,Arkansas,Bulgaria,Male,44.0,2024-01-11,2024-01-02,1356.85,250,9,Bronze,Credit Card,Single,Bachelor,Other,Traveling,2024-03-25,Active,01-09-2024,Cust_6876,TRUE,2.9
Cust_490,Crystal,Mccarty,anna.reynolds@outlook.com,968227-4251,"2703 Reyes Dam West Gregoryburgh, KS 70754",Meganport,Colorado,Peru,Others,48.0,2024-01-01,2024-09-11,3942.13,250,6,Platinum,PayPal,Married,Master,Doctor,Music,2024-01-01,Inactive,12-04-2024,Cust_7090,FALSE,2.9
Cust_491,David,Ellis,michael.diaz@yahoo.com,001-717-887-4807,"950 Simmons Point Apt. 079 West Tashaview, ND 21508",Williamchester,New Hampshire,Grenada,Others,44.0,2024-03-10,2024-01-02,7780.21,320,6,Gold,Credit Card,Others,Bachelor,Teacher,Sports,2024-08-21,Inactive,25-09-2024,Referred by None,FALSE,2.9
Cust_492,Jeffrey,Smith,jennifer.wilkinson@gmail.com,943-342-1376,"7660 Obrien Center Suite 022 Paulmouth, VT 82668",Selenamouth,Oklahoma,Martinique,Others,44.0,2024-01-01,2024-01-02,746.54,250,6,Silver,Credit Card,Married,Others,Doctor,Others,2024-08-30,Inactive,15-10-2024,Cust_4660,FALSE,2.9
Cust_493,Peter,Myers,logan.bell@yahoo.com,001-854-886-4585,"206 Miller Terrace East Brendafort, AK 48934",Rodriguezside,Tennessee,Seychelles,Others,44.0,2024-01-01,2024-01-02,1611.23,250,6,Bronze,Credit Card,Married,Others,NA,Music,2024-01-01,Inactive,24-09-2024,Referred by None,TRUE,1.2
Cust_494,Brent,Flores,john.mason@outlook.com,670-982-5844,USNV Martinez FPO AP 47979,Roberthaven,North Dakota,Moldova,Female,44.0,2024-01-01,2024-01-02,9324.88,460,4,Gold,Debit Card,Single,Bachelor,Doctor,Traveling,2024-01-01,Pending,29-06-2024,Referred by None,TRUE,1.5
Cust_495,Katherine,Vargas,edward.morris@None,236-506-4863,"208 Caitlin Well Apt. 651 Port Dean, MP 46318",West Laurafort,Indiana,Guatemala,Others,35.0,2024-01-01,2024-01-02,5751.59,250,1,Bronze,PayPal,Divorced,Others,Doctor,Music,2024-01-01,Active,30-04-2024,Cust_6034,TRUE,2.9
Cust_496,Alexandra,Wilson,anthony.acosta@yahoo.com,927618-6734,"730 Alyssa Well Suite 772 Vargasland, NY 69724",Mcclainstad,Idaho,Timor-Leste,Male,66.0,2024-01-01,2024-08-17,6279.1,130,10,Gold,PayPal,Single,Others,Other,Others,2024-01-18,Active,06-03-2024,Referred by None,TRUE,2.9
Cust_497,Bob,Snyder,teresa.brown@None,5087699173,"4111 Katherine Crossing Apt. 114 Seanmouth, VI 17309",Tommyland,Missouri,Serbia,Female,44.0,2024-01-01,2024-04-20,635.81,108,3,Gold,Credit Card,Single,Master,Other,Reading,2024-01-23,Active,31-07-2024,Referred by None,TRUE,2.1
Cust_498,Justin,Garza,garrett.johnson@yahoo.com,531-367-1885,"75821 Henry Rapids Apt. 822 West Kendratown, WA 19466",New Brandyland,Idaho,Germany,Female,34.0,2024-01-01,2024-01-02,2633.9,250,6,Others,Credit Card,Single,Others,Engineer,Music,2024-07-07,Pending,17-03-2024,Cust_8809,TRUE,2.9
Cust_499,William,White,karen.newman@gmail.com,626391-3778,"40252 Jose Divide Apt. 489 Port Jenniferberg, NV 58532",Stevensburgh,Louisiana,Nauru,Male,44.0,2024-03-21,2024-10-04,5995.15,211,6,Gold,Credit Card,Divorced,Bachelor,Other,Sports,2024-01-01,Inactive,19-07-2024,Cust_8104,TRUE,1.8
Cust_500,Hannah,Maxwell,robert.spencer@yahoo.com,001-332-295-3775,"76829 Hill Park Suite 442 Ashleystad, AS 68544",Cookstad,Florida,Finland,Male,44.0,2024-01-01,2024-09-14,4710.1,267,12,Platinum,PayPal,Married,Others,Engineer,Music,2024-01-01,Inactive,21-02-2024,Referred by None,TRUE,2.9
Cust_501,Brett,Cox,jay.lawrence@outlook.com,263761-9425,"078 Wallace Islands Apt. 888 Robinhaven, PW 62873",Tateshire,Oklahoma,Suriname,Female,44.0,2024-01-01,2024-05-20,917.94,250,6,Bronze,Debit Card,Divorced,High School,Other,Reading,2024-06-01,Active,21-02-2024,Cust_2961,FALSE,3
Cust_502,Teresa,Barron,ethan.moore@yahoo.com,957-825-3426,"253 Perkins Shoals Suite 372 Armstrongland, KS 94153",Knightshire,Arkansas,Switzerland,Female,44.0,2024-01-01,2024-02-24,8838.71,250,6,Others,PayPal,Divorced,Master,Other,Traveling,2024-06-16,Active,18-01-2024,Cust_7770,TRUE,2.2
Cust_503,Elizabeth,Durham,thomas.tanner@outlook.com,428-267-6131,USNS Gonzalez FPO AP 36282,Christopherfurt,North Dakota,Vanuatu,Female,24.0,2024-01-01,2024-01-02,6033.28,250,6,Silver,PayPal,Single,High School,Doctor,Others,2024-01-01,Active,09-08-2024,Cust_7203,TRUE,4.8
Cust_504,Jake,Mckee,kelly.collins@outlook.com,001-211-626-7545,"32425 Cooper Crossing Suite 281 Lake Katherine, AK 34245",South Laura,West Virginia,Antigua and Barbuda,Male,44.0,2024-01-01,2024-01-16,2033.29,266,7,Others,Cash,Divorced,Bachelor,Doctor,Music,2024-01-01,Inactive,17-09-2024,Cust_9674,FALSE,2.9
Cust_505,Aaron,West,austin.schneider@gmail.com,001-705-573-4957,"3791 Daniel Viaduct South Gregton, DC 45569",Kristinaland,Virginia,Seychelles,Male,44.0,2024-01-01,2024-01-02,7237.92,250,6,Platinum,PayPal,Married,High School,NA,Reading,2024-01-01,Pending,27-09-2024,Referred by None,FALSE,2.9
Cust_506,Renee,Bailey,dale.smith@None,9894236770,"7763 Mora Oval Apt. 126 Kristinmouth, LA 25201",Sierrafort,Nebraska,Azerbaijan,Female,28.0,2024-01-01,2024-03-17,9080.42,340,1,Gold,Cash,Single,High School,Doctor,Sports,2024-01-01,Pending,16-01-2024,Cust_1999,TRUE,2.9
Cust_507,Amy,Weiss,jennifer.lamb@yahoo.com,872690-3764,"8710 Brown Cape Jackmouth, TX 07237",New Joseph,New Jersey,Panama,Male,56.0,2024-01-01,2024-01-02,7278.65,74,6,Silver,Credit Card,Divorced,Master,Engineer,Traveling,2024-06-22,Active,24-05-2024,Referred by None,TRUE,3.5
Cust_508,Mary,Davis,melissa.davis@gmail.com,442-332-3266,Unit 7951 Box 2739 DPO AE 98478,Davidhaven,Ohio,Guatemala,Others,42.0,2024-01-01,2024-06-09,189.57,339,9,Others,Debit Card,Others,Bachelor,Engineer,Music,2024-01-01,Inactive,09-07-2024,Referred by None,FALSE,2.8
Cust_509,Debra,Dunn,nicole.bailey@None,5916848731,"42913 Maria Lakes Apt. 448 Port Johnland, IN 73038",Jacksonmouth,New York,Jamaica,Female,44.0,2024-04-22,2024-01-02,5731.54,294,4,Gold,Cash,Others,High School,Teacher,Traveling,2024-08-25,Inactive,24-03-2024,Referred by None,TRUE,3.5
Cust_510,Michael,Young,heather.rhodes@yahoo.com,001-949-475-5095,"41283 John Rue Weberfurt, NE 64847",South Rachel,Mississippi,Mexico,Male,44.0,2024-01-01,2024-01-02,1985.79,250,6,Others,Cash,Others,Bachelor,Engineer,Reading,2024-03-02,Active,21-02-2024,Cust_5095,FALSE,3.4
Cust_511,Lisa,Ortiz,alicia.west@None,8528761218,"290 Natalie Court East Markburgh, OR 63362",Smithbury,New Mexico,Montserrat,Female,50.0,2024-01-01,2024-01-02,8931.32,250,7,Platinum,Credit Card,Others,Others,Teacher,Others,2024-01-16,Active,04-02-2024,Referred by None,TRUE,2.9
Cust_512,Janet,Bennett,william.melton@gmail.com,711-259-2146,"95113 Dennis Hills Apt. 219 West Jonathanshire, IA 43463",West Raymondmouth,New Jersey,Algeria,Others,33.0,2024-02-04,2024-01-02,311.09,417,7,Bronze,Credit Card,Divorced,Master,Doctor,Music,2024-04-20,Pending,05-04-2024,Referred by None,TRUE,4.5
Cust_513,Howard,Bailey,jeremy.hill@yahoo.com,289-509-7949,"30546 Smith Loop Justinland, MN 40037",Lake Wesley,New Mexico,Uganda,Female,41.0,2024-01-01,2024-01-02,6740.21,29,6,Platinum,Debit Card,Single,Master,NA,Sports,2024-01-01,Inactive,17-08-2024,Cust_8455,TRUE,2.9
Cust_514,Nancy,Fernandez,angela.cohen@yahoo.com,932-246-9376,"272 Matthew Hill Carterside, VI 71015",South Kaylafurt,Alaska,Antigua and Barbuda,Male,42.0,2024-01-01,2024-09-11,182.8,252,5,Silver,Cash,Single,Master,Engineer,Music,2024-01-01,Inactive,08-02-2024,Cust_3816,FALSE,2.9
Cust_515,Sharon,Gregory,aaron.forbes@gmail.com,954-397-4030,"71927 Sara Drives Penningtonchester, VT 89720",Jamesstad,Florida,Gambia,Female,25.0,2024-01-01,2024-05-31,7628.45,250,6,Others,Debit Card,Married,High School,NA,Others,2024-01-01,Pending,12-06-2024,Cust_8955,FALSE,1.8
Cust_516,Amanda,Wright,kaitlin.valdez@None,281-842-7152,"8844 Ronald Prairie Apt. 977 Port Robert, MA 97751",West Kelsey,Idaho,Armenia,Female,65.0,2024-01-01,2024-01-02,5216.91,250,6,Bronze,PayPal,Divorced,Others,Other,Traveling,2024-01-01,Active,08-04-2024,Referred by None,TRUE,3.5
Cust_517,Erin,Williams,michelle.wright@None,647969-7195,"172 Velez Spring Liborough, LA 66214",North Jennifer,Oklahoma,Syrian Arab Republic,Male,44.0,2024-08-05,2024-01-02,5007.73,250,6,Silver,Debit Card,Others,Master,Other,Sports,2024-02-01,Pending,11-04-2024,Referred by None,FALSE,2
Cust_518,Mary,Bullock,mark.johnson@yahoo.com,712-350-0620,"7588 Thompson Station Suite 348 Cherrystad, NH 39694",Jenningsfurt,Pennsylvania,Canada,Female,34.0,2024-06-07,2024-09-19,6697.28,250,12,Others,Debit Card,Married,High School,Teacher,Others,2024-01-01,Pending,06-09-2024,Referred by None,TRUE,2.6
Cust_519,Michelle,Cooper,alyssa.contreras@gmail.com,856585-6520,"083 Daniel Mall Williamsport, VI 86532",South Robynland,Mississippi,French Southern Territories,Female,44.0,2024-01-01,2024-01-02,2490.18,251,5,Silver,PayPal,Married,Master,NA,Traveling,2024-01-01,Active,17-01-2024,Referred by None,TRUE,3.5
Cust_520,Jacob,Clark,sandra.walker@yahoo.com,9634016756,"860 Angela Port Lake Nataliestad, NC 05534",Lake Tony,Pennsylvania,Romania,Male,44.0,2024-02-11,2024-04-26,735.25,250,6,Others,Credit Card,Married,High School,Engineer,Traveling,2024-01-01,Active,30-07-2024,Cust_1933,FALSE,2.9
Cust_521,Meghan,Gonzalez,sara.dunn@gmail.com,7164082494,"1949 John Pike Lake Charlesport, PR 06529",Lake Laura,New Mexico,Singapore,Male,64.0,2024-01-01,2024-07-01,9532.54,48,11,Bronze,PayPal,Married,Master,Engineer,Traveling,2024-03-21,Pending,30-03-2024,Cust_4287,FALSE,2.9
Cust_522,Louis,Johnson,peter.christensen@outlook.com,904-839-3508,"333 Jennifer Motorway Suite 206 Lake Amandaborough, MN 73856",Reyesport,New Hampshire,Saudi Arabia,Others,44.0,2024-01-01,2024-10-10,3363.2,422,2,Silver,Debit Card,Married,Others,Engineer,Reading,2024-01-10,Pending,16-03-2024,Cust_4396,TRUE,2.9
Cust_523,Jose,Williams,kathryn.sparks@outlook.com,001-317-754-5811,"1642 Thomas Brooks Kingland, CT 79264",Lake Angela,Texas,Congo,Female,44.0,2024-06-23,2024-01-02,7891.42,250,6,Silver,Debit Card,Others,Bachelor,Engineer,Sports,2024-01-01,Active,04-07-2024,Cust_3637,FALSE,1.3
Cust_524,Jeffrey,Benson,michael.hayes@None,890-302-4329,"4877 Stephen Course Apt. 337 Jacobhaven, MS 71929",Beverlyton,Vermont,Bulgaria,Others,44.0,2024-09-28,2024-01-02,9508.55,81,6,Platinum,Credit Card,Others,High School,Doctor,Sports,2024-01-01,Active,12-08-2024,Referred by None,TRUE,2.9
Cust_525,Andrea,Thomas,dawn.haynes@yahoo.com,3192283495,"979 Danielle Branch South Ryan, DC 52145",Colonside,South Dakota,Tanzania,Others,44.0,2024-03-28,2024-01-28,4815.58,296,6,Others,Debit Card,Divorced,Bachelor,Teacher,Traveling,2024-02-16,Inactive,22-07-2024,Referred by None,FALSE,2.9
Cust_526,Kristin,Smith,curtis.gross@gmail.com,999-615-3126,"79535 Sanchez Lakes New Juanview, TX 24878",Marissafurt,Virginia,Lesotho,Female,48.0,2024-08-29,2024-01-02,272.82,250,6,Platinum,PayPal,Single,Master,Engineer,Traveling,2024-03-10,Inactive,11-03-2024,Cust_8272,FALSE,2.9
Cust_527,Aaron,Morgan,mark.ward@gmail.com,864-332-2763,"PSC 0910, Box 9544 APO AA 78978",Lake William,New Mexico,Sri Lanka,Female,44.0,2024-06-29,2024-01-02,2911.79,314,6,Gold,Credit Card,Others,Others,NA,Music,2024-01-01,Pending,12-04-2024,Referred by None,FALSE,2.9
Cust_528,Lindsey,Barrett,kenneth.anderson@yahoo.com,714272-8811,Unit 2146 Box 0017 DPO AA 42282,East Andreahaven,Montana,Iran,Male,42.0,2024-01-01,2024-01-02,3901.99,250,6,Platinum,PayPal,Single,Bachelor,Other,Music,2024-01-01,Pending,18-06-2024,Referred by None,FALSE,2.9
Cust_529,Elizabeth,Kelly,jennifer.roberts@None,9912593005,"876 Patrick Groves Apt. 337 Port Lisa, MH 46280",West Paulstad,Hawaii,Mongolia,Female,55.0,2024-01-01,2024-01-02,5213.39,250,6,Silver,PayPal,Divorced,Others,Teacher,Others,2024-01-01,Pending,08-03-2024,Cust_3595,FALSE,1.2
Cust_530,Hannah,Hernandez,nathaniel.martinez@gmail.com,649-717-7568,Unit 8673 Box 9415 DPO AE 62080,North Richardville,Nebraska,Latvia,Others,46.0,2024-01-01,2024-01-02,1576.43,186,10,Platinum,Cash,Single,Master,NA,Traveling,2024-01-01,Pending,27-08-2024,Referred by None,FALSE,2.9
Cust_531,Melissa,Oliver,andrew.jones@outlook.com,449-893-3639,"837 Joshua Rue Apt. 037 New Bob, GA 89907",Leslieburgh,Pennsylvania,Canada,Female,44.0,2024-01-06,2024-01-02,402.39,90,10,Silver,Credit Card,Single,High School,Engineer,Sports,2024-03-23,Inactive,16-05-2024,Referred by None,FALSE,3.8
Cust_532,Jonathan,Kemp,misty.brown@gmail.com,731-279-8534,"46112 Hahn Prairie Suite 477 Higginsshire, TX 71428",Jerrymouth,Florida,Vanuatu,Others,26.0,2024-05-10,2024-01-02,7388.99,479,1,Platinum,PayPal,Married,Master,Doctor,Reading,2024-06-20,Active,04-08-2024,Referred by None,FALSE,1.7
Cust_533,James,Parker,theresa.meyer@None,890-337-3662,"002 Rachel Cliffs Suite 287 Lake Sean, PW 48139",Evansfurt,North Dakota,Gabon,Others,44.0,2024-06-24,2024-01-02,6463.86,250,6,Platinum,Credit Card,Married,Bachelor,Teacher,Others,2024-10-04,Pending,07-04-2024,Cust_6249,FALSE,4.3
Cust_534,Logan,Wells,brandon.pratt@None,735-325-4996,"4429 Delgado Drive Apt. 890 Lake Carolinemouth, MH 37495",South Nicole,Vermont,Congo,Male,54.0,2024-01-01,2024-06-03,6054.73,250,6,Gold,Credit Card,Married,Others,NA,Music,2024-09-17,Pending,05-09-2024,Referred by None,TRUE,4.3
Cust_535,Lindsey,Smith,david.smith@outlook.com,533625-7768,"21713 Samuel Ways Apt. 633 Port Jenniferville, NJ 09057",Howardtown,Kansas,Iran,Others,64.0,2024-05-08,2024-07-11,7270.24,250,1,Gold,Credit Card,Single,High School,Other,Traveling,2024-03-28,Active,21-08-2024,Referred by None,FALSE,2.9
Cust_536,Brianna,Cox,david.herrera@None,875588-4880,"59565 Hernandez Corner Ramosland, NY 33227",Parkershire,Texas,Turkmenistan,Others,44.0,2024-01-01,2024-09-18,1890.64,482,6,Platinum,Debit Card,Single,Bachelor,Doctor,Music,2024-01-01,Inactive,10-09-2024,Cust_6780,FALSE,1.9
Cust_537,Patrick,Hinton,nichole.gomez@yahoo.com,001-832-672-9717,"04733 Christina Rapids Larryfurt, TN 46236",Jimenezbury,West Virginia,Swaziland,Male,44.0,2024-01-01,2024-06-25,6393.65,39,6,Platinum,Debit Card,Single,Master,NA,Traveling,2024-01-01,Inactive,02-08-2024,Cust_5767,TRUE,2.3
Cust_538,Caroline,Goodwin,grace.powell@None,542438-2617,"075 Aaron Shore Apt. 280 South Maria, KY 14158",East Justin,Arkansas,Singapore,Female,45.0,2024-05-25,2024-07-09,8939.75,128,12,Silver,Cash,Single,Master,Teacher,Traveling,2024-03-07,Inactive,02-10-2024,Referred by None,TRUE,4.3
Cust_539,Charles,Gibson,ashley.smith@outlook.com,001-552-555-0351,"466 Rivera Ford New Richard, IL 00881",Robertburgh,Minnesota,New Caledonia,Male,44.0,2024-03-26,2024-01-02,3862.33,13,6,Others,Credit Card,Single,Master,NA,Reading,2024-05-09,Inactive,02-10-2024,Referred by None,FALSE,4
Cust_540,Ebony,Murray,kimberly.mcbride@yahoo.com,916-493-8486,"39167 Taylor Plaza Lake Katherine, GU 69149",South Kevinhaven,Georgia,Zimbabwe,Male,44.0,2024-01-27,2024-05-15,953.5,250,6,Silver,Cash,Divorced,Others,Engineer,Music,2024-01-01,Inactive,27-08-2024,Cust_4661,FALSE,2.9
Cust_541,Dawn,Villarreal,joseph.olson@yahoo.com,280471-5455,"79792 Christopher Coves Suite 813 Abbottton, MP 57414",Lake Mercedesview,Alabama,Swaziland,Male,44.0,2024-01-01,2024-01-02,1149.24,250,6,Bronze,PayPal,Single,Bachelor,Other,Music,2024-05-12,Pending,05-08-2024,Referred by None,FALSE,5
Cust_542,Timothy,Mcfarland,jennifer.smith@None,444-855-6680,"513 Gardner Fords Suite 657 New Charles, WI 68970",West Davidville,South Carolina,Comoros,Female,70.0,2024-05-11,2024-01-02,9497.42,387,6,Platinum,Credit Card,Divorced,Others,Engineer,Traveling,2024-01-01,Active,06-03-2024,Cust_7307,FALSE,2.9
Cust_543,Dale,Gonzales,tiffany.grant@gmail.com,606-815-2960,"3657 Goodwin Gateway Apt. 591 Jeffreymouth, VT 19845",North Matthewberg,Illinois,Palau,Male,58.0,2024-01-01,2024-01-01,304.23,250,12,Others,Cash,Divorced,Bachelor,Doctor,Sports,2024-01-01,Inactive,01-01-2024,Cust_8923,FALSE,4.5
Cust_544,Shannon,Fritz,cynthia.reed@outlook.com,413-291-6827,USNS Landry FPO AP 58409,West Amy,Connecticut,Trinidad and Tobago,Others,44.0,2024-06-06,2024-09-17,2189.84,493,6,Others,Debit Card,Single,High School,Other,Sports,2024-07-25,Pending,19-04-2024,Referred by None,TRUE,1.5
Cust_545,Kevin,Mejia,michael.jones@yahoo.com,628957-2354,"0436 Smith Springs Suite 975 Lake Kathleenstad, FL 40843",Harmonview,Massachusetts,Guatemala,Others,44.0,2024-01-27,2024-07-27,6169.56,250,6,Silver,Debit Card,Single,High School,Other,Others,2024-01-01,Pending,24-01-2024,Cust_1731,TRUE,2.9
Cust_546,Ryan,Johnson,candace.long@outlook.com,576469-7059,"45804 Sarah Ports Pagefurt, VI 33359",Jacobberg,New Jersey,Russian Federation,Others,56.0,2024-01-01,2024-01-02,9937.73,250,12,Bronze,Cash,Divorced,Bachelor,Engineer,Sports,2024-01-01,Active,03-08-2024,Cust_5880,FALSE,1.6
Cust_547,Richard,Sanchez,jose.mckenzie@outlook.com,934-941-6915,"446 Amy Freeway West Brittanyland, KY 44006",New Christopherport,Massachusetts,Cyprus,Others,66.0,2024-09-17,2024-01-02,8739.66,223,6,Bronze,Debit Card,Divorced,High School,Engineer,Others,2024-01-01,Active,05-05-2024,Referred by None,FALSE,4.1
Cust_548,Daniel,Holmes,andrew.carter@None,966-875-7930,"8456 Christopher Canyon Suite 770 Theodoreberg, ID 07062",Lake Angelaside,Georgia,Lao People's Democratic Republic,Male,44.0,2024-07-26,2024-01-02,4547.47,250,11,Silver,Credit Card,Single,Bachelor,NA,Others,2024-10-14,Active,27-09-2024,Referred by None,FALSE,2.9
Cust_549,Kathryn,Hernandez,allison.burke@gmail.com,772-980-6230,"368 Frazier Harbors Apt. 280 Petersburgh, AK 14404",Hobbsborough,Maine,Christmas Island,Female,44.0,2024-01-01,2024-07-13,4582.77,250,7,Others,Credit Card,Others,Master,Engineer,Music,2024-01-01,Active,13-06-2024,Cust_3287,TRUE,2.9
Cust_550,Pamela,Davis,charles.williams@yahoo.com,566-571-0735,"885 Jeffrey Turnpike Gabrielaland, TN 89711",East Amyhaven,Washington,Saint Kitts and Nevis,Male,44.0,2024-01-01,2024-09-30,9114.35,250,6,Silver,Debit Card,Others,Others,Teacher,Sports,2024-01-01,Inactive,07-08-2024,Referred by None,TRUE,1.3
Cust_551,Derrick,Young,charles.stevenson@outlook.com,929456-8048,"239 Middleton Estate Apt. 580 Lake Douglasmouth, TN 22122",Port Gary,Tennessee,Botswana,Male,44.0,2024-01-01,2024-03-20,3661.93,158,4,Platinum,PayPal,Single,Others,Other,Traveling,2024-01-01,Inactive,23-03-2024,Referred by None,TRUE,2.9
Cust_552,Mark,Hartman,renee.wilson@yahoo.com,214623-2422,"73908 Lynn Mountain Apt. 334 Gatesstad, NE 66359",Mahoneyland,Iowa,Turks and Caicos Islands,Male,44.0,2024-01-01,2024-01-02,2916.86,57,6,Gold,Debit Card,Divorced,Master,Teacher,Others,2024-01-01,Pending,08-07-2024,Cust_9968,FALSE,3.7
Cust_553,Margaret,Christian,frank.haley@None,983-214-1717,"472 Dennis Courts Karenberg, ID 69064",Port Maryton,Idaho,Rwanda,Male,62.0,2024-01-01,2024-01-02,6071.07,250,12,Bronze,PayPal,Married,Others,NA,Music,2024-01-01,Active,04-03-2024,Cust_5553,FALSE,4.4
Cust_554,Kristi,Kelly,manuel.thomas@outlook.com,576-542-5617,"050 Daniel Causeway New Richard, TN 12877",South Benjaminstad,West Virginia,Chile,Male,42.0,2024-04-26,2024-01-02,9242.92,274,8,Gold,Cash,Divorced,Master,NA,Reading,2024-04-27,Active,12-10-2024,Cust_183,TRUE,2.9
